Дата,Подія,Опис,Традиції,Як підготуватися
05.10,ЛИСТОПАДНИК,"треба нарахувати якнайбільше плішивих і лисих. Як уламки давніх міфічних уявлень, вціліли назви «лисий біс», «лиса гора» та їн. (Див. ВОЛОССЯ, ЛИСА ГОРА).",,
06.10,,,,
07.10,ДІДЬКИ,"торкнеться до дівчини голою рукою - - за бідного заміж піде, коли зарослою -- багатою буде. Однак зарослу руку він протягає рідко, і лише тим дівчатам, які вміють добре господарювати. 30 вересня увечері молоді жінки спалювали свою солом'яну постіль -- одні в печі, інші в овинах (від недобрих очей). 7 жовтня - - день ТекліЗагравниці. Тоді дівчата ворожили і запитували в овина про судженого. (Див. ДОМОВИК, ДІДЬКИ -- Загравниця).",,
08.10,,,,
09.10,,,,
10.10,,"ивався савицею. У цей день не Їли м'яса худоби, щоб уберегти її від вовків. Відоме також свято 10 вересня, коли вшановували скиртувальника Саву і скиртувальницю Анну, ЯКІ допомагали збирати снопи й складати їх біля стодоли. В цей день люди славили врожай, починали влаштовувати ярмарки. 27 вересня / 10 жовтня справляли Сави Пасічника. Цей день вважається останнім днем Божої десятини (встановлення вуликів у зимівники), початої 2 жовтня Зосимою. Обряди, пов'язані з майбутнім урожаєм конопель, проводили також у день св. Сави. «На Варвари варять гречані вареники з юрдою, на Сави -печуть гречані оладки з олією, щоби родила гречка та коноплі». На Закарпатті заборона прясти у дні св. Сави та Варвари була особливо суворою. (Див. ВАРВАРИН ДЕНЬ, ЗОСИМІВ І САВИН ДЕНЬ).",,
11.10,,,,
12.10,,,,
13.10,,др: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
14.10,,". Зміїний цар збирає всіх змій характеризують її: вшивий -- значить щасливий. два рази на рік - - на Іванів день (24 червня / 7 липня) та Щоб не було вошей, їх не можна рахувати, не можна восени на Здвиження (14 / 27 вересня) або на Покрову прати сорочку в четвер і коли Місяць уповні, не можна (П / 14 жовтня). Навесні ж, 23 березня, в день весняного їсти, коли шукають у голові. Не можна класти на стіл рівнодення, він пробуджує їх від зимового сну. Досі шапку, інакше у її господаря буде стільки вошей, вважається щасливою прикметою, коли в хаті поселяється скільки на столі хлібних крихт. Якщо на покійнику вуж, і залюбки лишають для нього молоко; убити такого багато вошей, це значить, що він праведник і душа його вужа --- найстрашніший гріх. За зміїними й вужиними піде у рай. Поява вошей уві сні- - до багатства. Звідси головами і шкурами визнається цілюща сила. За повір'ям, й прислів'я: «Їж вош, а буде грош»; «Багата, як вош корова, яку ссуть вужі, буде добра на удій. Наречену рогата»; «Ч...",,
15.10,ПТАХИ,"на», с.226. О.,Курочкін, «Буковинська новорічна «Персберія», с.30. КУПРІЯНІВ ДЕНЬ (13 вересня) -- так зване журавлине віче. Птахи змагаються, чиї крила міцніші, хто поведе за собою зграю у теплі краї. До цього дня журавлину не збирали, щоб не тривожити птахів, дати їм спочити перед далекою дорогою. 15 жовтня -просили вберегти від злих чар: дівчата--- Устину, юнаки -- Купріяна. (Див. ПТАХИ -- Журавель).",,
16.10,,,,
17.10,,,,
18.10,ВІТРЯНИК,"енис». Н.Ерофесва, «Лук», с.75-77. Дж.Купер, «Знциклоподия символов», с.190. ЛУКА-ВІТРЯНИК -- 16 червня. Цього дня визначали: якщо дув південний вітер -- то на врожай ярини, якщо північний або північно-західний -- на вологе літо, яке лише зрідка тішитиме красними днями, східний -- на різні хвороби. 18/31 жовтня -- Лука-осінній лікує всі недуги. Лука-- один із 12-ти апостолів, лікар, іконописець, автор одного з Євангелій. ЛТіт.: Г.Дьяченко, «Полньй церковно-славянский словарь», с.287. М.Міщенко, «Народний календар», с.63, 104. ЛУКЕРІЯ-КОМАРНИЦЯ --- 13/26 травня. Якщо цього дня з'являються комарі -- наступного дня чекають прильоту ластівок 1 стрижів.",,
19.10,ТРОЯН,"одежда...», с.117. Б.Успонский, «Филологическис разьшкания..», с.7. В.Соколова, «Весенне-летниє календарньс обрядьг...» С.Авсринцев, «Троица», с.550. А.Гура, «Символика животньтх...», с.172, 198, 349, 375, 376 та ін. Л.Виноградова, «Троица», с.375-377; «Мифологический аспект...» ТРОХИМІВ ДЕНЬ - -2/19 жовтня. Особливо щасливий день: колись саме на Трохима на вечорницях парубки й дівчата після заручин домовлялися, чи братимуть шлюб поточного року, ачи ще парубкуватимуть-дівуватимуть на вечорницях та досвітках. Трохим начебто стояв на півдорозі між двома святами: Семена (14 вересня), коли вже можна було засилати сватів, та Покрови (14 жовтня), коли годилося справляти весілля. Звідси й поговірка: «На/Трохима не проходить щастя мимо - - куди Трохим, то й воно за НИМ». (Див. СЕМЕН ЛІТОПРОВОДЕЦЬ, ПОКРОВА, ВЕЧОРНИЦІ, ШЛЮБ, ВЕСІЛЛЯ).",,
20.10,,,,
21.10,,"жовтні завершується пора заготівлі цілющих рослин: калини, горобини, шипшини, брусниці, бузини... Підганяє брата-Жовтня Листопад-брат, бо старезна Баба-Зима вже чекає. Тому-то й плаче брат Жовтень жовтими сльозами 1 пахне не яблуками, як Вересень, а капустою. Приходять до людей у поминальний день (21 жовтня) діди-прадіди. А сам місяць Жовтень приходить до людей на весілля, бо любить дивитися, коли сестриця Покровонька не лише землю покриває листям, а й дівчину -- шлюбним вінцем. Дівки, яким надокучило дівувати, моляться в цю пору богині Ладі, щоб дарувала їм шлюбну золоту обручку, бо в золоту пору жовтня дівчатам, благословенним світлом Дажбожим, потрібно не лише добре слово, а й палке кохання. Щасливий той, кому місяць Жовтень приносить цю любов, у якій 1 терпіння, 1 щастя, 1 вірність. (Див. ПОКРОВА). Листопад -- наймолодший син Матері-Осені, найстрокатіший у своєму розмаїтті кольорів серед братів Ясен-Місяця. Чого вартий листок клена зі своїми численними відтінками! Так уже любо брат...",,
22.10,ЯКОВА ДЕНЬ,".Соколова, «Весеннс-летние календарньвюс обрядьг...», с.112, 113, 145-148, 158, 159. В.Иванов, В.Топоров, «Исследования...», с.217-243. А.Гура, «Символика животньх...», с.57, 68, 73, 76, 79 та ін. ЯКОВА ДЕНЬ -- 6 квітня. Увечері перед хатами запалювали багаття. Прославляли світло, проганяли пітьму. 22 жовтня -- «Яків білу крупу на землю посилає, день карнає». Славили Якова 1 13 травня.",,
23.10,,сна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
24.10,,- - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
25.10,АНДРОНІВ ДЕНЬ,"В. Милорадович, «Народньс обрядь и пссни Лубенского усзда Полтавской губерний..», 0.22. М.Слободянюк, «Міфологічні образи Вссни в піснях і обрядах східних слов'ян», с.209-210. М.Попович, «Мировоззренис древних славян», с.130. О.Курочкін, «Українські новорічні обряди...», с.69, 97. АНДРОНІВ ДЕНЬ -- 25 жовтня. Народжений цього дня дивиться на свою зорю: чи не впала вона, чи не змахнув її Андрон-вартівник, котрий «небосхил замітає, ключем височінь відмикає».",,
26.10,,"160, 161, 17 4. В.Иванов, В Топоров, «Дедьт», с.363. Л.Виноградова, С ЛТолстая, «Доедьт», с.155-156. И.Содакова, «Дод», с.41-43. А.Гура, «Символика животньх...», с.40, 93, 159, 173, 203 та ін. ДІДІВ ДЕНЬ (вечеря для «дідів», осінні Діди, Дмитрівська субота) - - поминальний день восени (субота перед 26 жовтня). Про цей день казали: «На Дідовів день родителі відпочивають». Тоді пекли млинці, ходили на могили рідняків, перший млинець із медом ділили між усіма членами родини. У цей день «діди» приходили до своїх родин на поминальні обіди, а тому промовляли до них: «Пом'яни, Боже, чесних батьків», На стіл ставилася їжа, «щоб пара була», бо «діди» вдихають пару - - то їхня їжа, і клали багато ложок -- для всіх предків -- та приказували: «Діду, Йди до обіду!» У Дідів день поминали кожного предка на ім'я. Пригощали наші предки «дідів» і в інші великі свята, зокрема на Різдво. Ось як про цей поминальний обід у Рівненському повіті пише М.Грушевський: «Хозяйка наготує якнайбільше страв, які любил...",,
27.10,,"«Полньй церковно-славянский словарь», с.406. ПАРАМОН. Цей святий приходить 12 грудня. Тоді спостерігали ранкову зорю: ранок червоний -«трудень красний, сніговий - - нещасний, хуртовинами напасний».",,
28.10,,"», с.301. Л.Нидерлсе, «Славянскиє древности», с.221, 223. М.Валенцова, «Мед», с.64-67. А.Гура, «Символика животнь52х..», с.47, 153, 163, 290, 317, 349, 448-450. Мед (празник, храм) -- свято, яке справляли у жовтні три рази: на Покрову (І / 14 жовтня), Божої Матері (22 жовтня /4 листопада), Параски (28 жовтня / 10 листопада). До цього свята готувалися більше тижня. Жінки білили хату, прали, мили, місили, варили самогонку. Чоловіки мололи борошно, кололи кабанів, різали баранів, прибирали на подвір'ї, коло худоби, рубали дрова. За день до «меду» заквітчували в хатах, вішали рушники, різали птицю, напікали паляниць, калачів. Десь в одному місці варили мед із хмелем у казанах або в горщиках. Уранці на свято, коли жінки ще поралися коло печі, чоловіки йшли на шляхи 1 відбирали головні убори в тих людей, котрі йшли на «празник» з іншого села, незважаючи на те, яка була погода. Старалися якнайбільше набрати в чоловіків шапок, а в жінок - хусток. Тоді йшли додому, а за ними всі люди, в яких за...",,
29.10,МИСЛИВЦЯ ДЕНЬ,"юки: у неї кудись пропадає здатність кусати, вона стає зовсім нерухомою, тремтить, притискується до землі 1, нарешті, коли капнути на неї ясеновим настоєм - - 1 п'яти хвилин не переживе. (Див. ПОПІЛ, ТВАРИННИЙ СВІТ - - Гадюка).",,
30.10,,,,
31.10,,"Але і на це свято, яке наклалося на стародавнє свято покровителів родинного життя -- Леля і Лелі, народ відгукнувся дотепними прислів'ями: «Сьогодні в нас Луки -- ані хліба, ні муки»; «До весняного Луки нема хліба й муки, а прийшов осінній Лука -- з'явились хліб і мука» (осінній Лука відзначається 31 жовтня). (Див. ЛАДА, ЛЕЛЯ, ЯРИЛО, ХОРОВОД, ЛИСА ГОРА, ГОРА, КРАСНИЙ).",,
01.11,День осінніх духів,"У цей день, за деякими віруваннями, у світ живих могли з’являтись істоти з Того Боку — тихі, невисокі, з довгим волоссям, подібні до предків чи хатніх духів. Їх не лякались — їх поважали. Бо вони приходили не шкодити, а нагадати про зв’язок поколінь, про тишу, в якій чутно голос пращурів.

Це день особливого повітря — коли між світами простягується невидима нитка. Хто чутливий — той відчує.","— У хаті залишали тепле місце біля печі — «на випадок, якщо дід прийде».
— Не гучно говорили, не починали нових справ. Це був день спогадів і тиші.
— Запалювали свічку — не обов’язково за кимось, а як знак пам’яті.
— Не можна було залишати їжу на столі — духи могли «образитись», якщо їм не запропонували першими.","Почни день із тиші. Запали свічку, вивітри хату. Якщо є фото предків — постав на видному місці.

Це гарний день, аби згадати бабусині рецепти, приготувати щось «із минулого». Ввечері — не вмикай гучну музику, краще подивись старі листи, фільми або просто посидь на кухні з чашкою чаю.

Духи осені — не страшні, а рідні. Їм не треба дарів — їм треба, щоб пам’ятали."
02.11,Артемів день,"Артемів день — це осінній рубіж, коли не лише листя падає, а й душа починає шукати тепла. У цей день вшановували святого Артемія, але в народі він став ніби сторожем передзим’я. Вірили: як зустрінеш Артемія — так і зиму проживеш.

Люди не мали звички багато говорити цього дня. Казали: «Артем мовчить — і ти помовчи». Осінь вбирала останні фарби, а на вечір землю вже прихоплював крижаний подих.","— Спостерігали за вітром: якщо 2 листопада дме з півночі — буде люта зима.
— У цей день намагались не вирушати в дорогу без потреби — вважалося, що «Артем любить того, хто вдома сидить».
— Господині вдосвіта запалювали в печі, клали в неї кілька щіпок з осикового поліна — «щоб злі язики від дому відвернути».
— Молодь збиралась на тихі посиденьки: співали сумні пісні, ворожили на майбутнє і, хоч як дивно, сміялись — бо знали: якщо зима вже поруч, то й весна не за горами.","Почни день рано, не гайся — Артемів день не любить лінощів. Ще звечора (1 листопада) варто завершити всі важливі справи, щоб зустріти ранок спокійно. У хаті бажано прибрати, але без метушні — просто створити відчуття чистоти й простору.

На кухні залиш трохи осикових трісок чи сухої трави (можна замінити ароматною свічкою або пахощами) — вважалося, що це очищає дім від зайвої енергії.

Не плануй поїздок чи важливих переговорів — день не сприятливий для активності назовні. Краще зосередься на собі: завари чай, завернись у щось м’яке, подивись у вікно, а не в екран.

Можна написати короткий список того, що хочеш «відпустити» до зими. Старовинна традиція мовчання цього дня — теж оберіг. Тож дозволь собі хоча б кілька годин тиші."
03.11,,,,
04.11,,"овно-славянский словарь», с.301. Л.Нидерлсе, «Славянскиє древности», с.221, 223. М.Валенцова, «Мед», с.64-67. А.Гура, «Символика животнь52х..», с.47, 153, 163, 290, 317, 349, 448-450. Мед (празник, храм) -- свято, яке справляли у жовтні три рази: на Покрову (І / 14 жовтня), Божої Матері (22 жовтня /4 листопада), Параски (28 жовтня / 10 листопада). До цього свята готувалися більше тижня. Жінки білили хату, прали, мили, місили, варили самогонку. Чоловіки мололи борошно, кололи кабанів, різали баранів, прибирали на подвір'ї, коло худоби, рубали дрова. За день до «меду» заквітчували в хатах, вішали рушники, різали птицю, напікали паляниць, калачів. Десь в одному місці варили мед із хмелем у казанах або в горщиках. Уранці на свято, коли жінки ще поралися коло печі, чоловіки йшли на шляхи 1 відбирали головні убори в тих людей, котрі йшли на «празник» з іншого села, незважаючи на те, яка була погода. Старалися якнайбільше набрати в чоловіків шапок, а в жінок - хусток. Тоді йшли додому, а за н...",,
05.11,,,,
06.11,,,,
07.11,,"ка пологів 1 заступниця породіль. Символами богині є прядка і веретено. Протягом середньовіччя Мокоша поступилася місцем християнській Параскеві-П'ятниці. ЇЙ присвячували 12 празників у році (їх називали 319  дванадесятницями), із яких головними були дві сусідні п'ятниці (у проміжку між 25 жовтня і 7 листопада). Свята народження і смерті Пречистої Богородиці у християн відповідають язичницьким святам на честь Мокоші. Автор «Повісті врем'яних літ» під 980 р. поряд з іншими Володимировими богами, що стояли на Київській горі, згадує 1 Мокошу: «І став Володимир княжити у Києві один. Ї поставив він кумири на пагорбі поза двором теремним: Перуна дерев'яного, а голова його була срібна, а вус - золотий, - - 1 Хорса, 1 Дажбога, 1 Стрибога, 1 Мокош». Ім'я Мокоші входить майже в усі повчання проти язичництва ХІ--ХІУ ст. Майже скрізь вона нарівні з вилами-русалками. У «Слові святого Григорія» (ХП ст.) богиня Мокоша згадується перед Дивою і Перуном, що свідчить про чільне місце, яке займала ця боги...",,
08.11,,"кий, «Історія української літератури», т.Ї, с.269. В.Скуратівський, «Русалії», с.427-429. Л.Кожуховська, «Діжа», с.45. Т.Агапкина, А.Топорков, «Смотреть», с.361. А Топорков, «Дожа», с.157-158. ДМИТРОВЕ СВЯТО (Димитрій Мироточивий, Дмитрієва субота, Дмитра, Дідів день, Дідова субота) --- 26 жовтня / 8 листопада, свято вшанування померлих предків і заразом пам'яті християнського святого Дмитра Солунського. Вважалося, що від цього дня сезон сватання закінчився. «До Дмитра кожна дівка хитра, а по Дмитрі хоч комин нею витри», -- каже прислів'я. Від Дмитра і до весняного Юрія (23 квітня / 6 травня) вовки розлючені й нападають на всяку худобу. 158  Святий Дмитро. Мозаїка Михайлівського Золотоверхого собору в Києві. Початок ХІЇ ст. В цей день заборонялося стригти овець. У деяких західних районах боротьбі зі зміями присвячували день св. Нестора (27 жовтня / 9 листопада), який є наступним після дня св. Дмитра. У цей день заборонялося відкривати скрині, щоб у змій не розкривалася паща. Згідно з л...",,
09.11,,"весняного Юрія (23 квітня / 6 травня) вовки розлючені й нападають на всяку худобу. 158  Святий Дмитро. Мозаїка Михайлівського Золотоверхого собору в Києві. Початок ХІЇ ст. В цей день заборонялося стригти овець. У деяких західних районах боротьбі зі зміями присвячували день св. Нестора (27 жовтня / 9 листопада), який є наступним після дня св. Дмитра. У цей день заборонялося відкривати скрині, щоб у змій не розкривалася паща. Згідно з легендою, пастух св. Димитрій на ім'я Нестор убив чудовисько, із тіла якого розповзлося по світу багато змій, ящірок, мишей та ін. У південних слов'ян оберегам від мишей присвячені спеціальні «мишачі празники». День св. Дмитра у болгар має назви: Нестора ден, Мишин ден, Мишов празник, у македонців -- Мишолов дан. (Див. НЕСТОРА ДЕНЬ, ДІДІВ ДЕНЬ).",,
10.11,,"Нидерлсе, «Славянскиє древности», с.221, 223. М.Валенцова, «Мед», с.64-67. А.Гура, «Символика животнь52х..», с.47, 153, 163, 290, 317, 349, 448-450. Мед (празник, храм) -- свято, яке справляли у жовтні три рази: на Покрову (І / 14 жовтня), Божої Матері (22 жовтня /4 листопада), Параски (28 жовтня / 10 листопада). До цього свята готувалися більше тижня. Жінки білили хату, прали, мили, місили, варили самогонку. Чоловіки мололи борошно, кололи кабанів, різали баранів, прибирали на подвір'ї, коло худоби, рубали дрова. За день до «меду» заквітчували в хатах, вішали рушники, різали птицю, напікали паляниць, калачів. Десь в одному місці варили мед із хмелем у казанах або в горщиках. Уранці на свято, коли жінки ще поралися коло печі, чоловіки йшли на шляхи 1 відбирали головні убори в тих людей, котрі йшли на «празник» з іншого села, незважаючи на те, яка була погода. Старалися якнайбільше набрати в чоловіків шапок, а в жінок - хусток. Тоді йшли додому, а за ними всі люди, в яких забрано шапки....",,
11.11,,,,
12.11,,,,
13.11,,,,
14.11,,"ії, шептуни та їн. (Див. ВОЛХВИ, ЯЗИЧНИК, ЗНАХАР, ВПЦУНИ, ЧАРІВНИК, ХАРАКТЕРНИК).",,
15.11,,"ний релігійний характер: відомо, що у допетрівській Русі відлучення від церкви тягнуло за собою заборону брати участь у загальних бенкетах. (Див. МИКОЛА ДОБРИЙ, БРАТЧИНИ).",,
16.11,,,,
17.11,ГРИГОРІЙ ЗИМОУКАЖЧИК,"країнська народна медицина», с.86, 138-140. В.Сокіл, «Народні легенди та перекази українців Карпат», с.48. В.Топоров, «Грибьт», т. |, с.335336. О.Белова, «Грибь», с.150-151. А.Гура, «Символика животньх...», с.58, 338, 340, 385 та їн. Дж.Купер, «Знциклопедия символов», с.62. ГРИГОРІЙ ЗИМОУКАЖЧИК --- 17/30 листопада. Вважалося, що цього дня Зима на санках з гір котиться. Прикмета: який цей день, така й зима. 23 січня відзначали Григорія Літоукажчика, а на Григорія Двоєслова, або св. Григорія (12 / 25 березня), «жаби починають квакати». 13 жовтня -- також день Григорія.",,
18.11,,,,
19.11,,,,
20.11,ФЕДУЛІВ ДЕНЬ,", заметілі звідусіль налетіли: то дах зірвали, то дровітню розметали, Явдоха Федота не спитала --- весну спорядила, ось і гнівається він. Та це -ненадовго». Прикмета: на Федота замети - - довго трави не буде. 31 травня --- Федот Вівсяник. Казали: «Прийде Федот -- останній дубовий лист розів'ється». 20 листопада --- «Федот кригу на кригу наганяє, недбайливого господаря хоч тепер до праці підганяє».",,
21.11,,21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
22.11,,на: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
23.11,ОРЕСТІВ ДЕНЬ,"икі свята. (Див. ТРАВЕСТУВАННЯ, КОМОРА, КОСТРУБ, ФАЛІЧНІ КУЛЬТИ, КУПАЛЬСЬКА НІЧ).",,
24.11,КАТЕРИНИ,"о народу», т. Ї, с.226-228. С.Килимник, «Український рік...», кн.2, т. ПІ, с.324. О.,Бслова, «Касьян», с.475-477. Б.Успонский, «Филологическис разьшкания..,», с.160. М.Міщенко, «Народний календар», с.20. Н.Матвесва, «Сонцеворот...», с.231-235. В.Скуратівський, «Дідух», с.46, КАТЕРИНИ -- свято Долі (24 листопада / 7 грудня). Дівчина чи парубок пов'язували Долю передусім із можливістю пошлюбитися. Хлопці цього дня постували, щоб Бог послав їм добру дружину. Існував звичай: рано-вранці до схід сонця дівчата йшли в садок і зрізали гілочку вишні. У хаті дівчина ту гілочку ставила у воду і чекала свята Меланки. Якщо вишня зацвіте -- добрий знак, бо Й доля дівоча цвісти буде; засохне -- доля відвернулася від дівчини. Або ще так ворожили: опівночі перед «півнями» дівчата брали горня з вечерею, обгортали його новим рушником і йшли «закликати Долю». Беручи по черзі горня, виходили до воріт 1, вилізши на них, тричі гукали: «Доле, доле, Йди до мене вечеряти!» Якщо на Катерини закликають Долю, то н...",,
25.11,,,,
26.11,,,,
27.11,,"Page 370



 ПИЛИПІВКА Вели веселі розмови на дозвіллі та в гурті: як не порадіти, коли ситі будуть діти.",,
28.11,ЗАГРИЗАННЯ,"Седакова, С.Толстая, «Загадки», с.233-237. А.Гура, «Символика животньхх...», с.23-25, 34, 44, 48, 65 та ін. ЗАГОВИНИ, запусти - - останній термін для засилання сватів. Після традиційного початку весіль на Покрову наставала пора шлюбів, які завершувалися Різдвяними (Пилипівськими) заговинами. Відтак 28 листопада закінчувалась календарна осінь. Дні ставали коротшими, а ночі довшими, З цього часу молодь починала влаштовувати вечорниці, котрі тривали до Великодня. (Див. ВЕЧОРНИЦІ, ВЕСІЛЛЯ, ПИЛИПІВКА, ПОКРОВА).",,
29.11,,,,
30.11,АНДРІЇВ ДЕНЬ,"с.185. Г.Дьяченко, «Полнь6й церковно-славянский словарь», с.4, 17, 592. А.Афанасьсв, «Позтическис возазрсния славян...», т.1, с.91; т.3, с.32, 180; «Народньг русскис сказки» 216, 306. Н.Толстой, «Ангел», с.107-109, А.Гура, «Символика животньх..», с.27, 62, 103, 155, 281 та ін. АНДРІЇВ ДЕНЬ -- свято 30 листопада/13 грудня, коли дівчата й хлопці, заздалегідь домовившись про збори в якомусь домі, влаштовують гадання про своє майбутнє. Для цього здебільшого використовують спосіб гадання балабушками -- маленькими булочками. Одна з дівчат, набравши в рот води, приносить її в хату Й виливає у тісто. Балабушок роблять за кількістю дівчат і кладуть на ослони парами. Кожну пару називають «жених і наречена». Коли балабушки розкладені, До хати впускають собаку, який зовсім не Їв цього дня. Дівчина, чию балабушку собака схопить першою, раніше за всіх вийде заміж. Якщо якусь балабушку собака не з'їв, це означає, що дівчина цього року не вийде заміж. Потім молодь улаштовувала гру «кусання калети» та ...",,
01.12,,"Page 605



// (0 ЩЕДРИЙ ВЕЧІР - - свято місячної зоряної ночі, з якої зродився золотопромінний світ. Ніч з 3 1 грудня на І січня - народження Місяця, вірного побратима Сонця. У цей святий вечір щедрівками величають благодійство ночі, яка дає змогу господарю відпочити та набратися життя. Люди прощаються з богом Колядою, а його молодому Сонцю бажають безхмарних голубих висот. Ось чому цей вечір не лише святий, а й щедрий. На столі має бути багато смачних страв. Бо на цей вечір повсюди в домівки люди запрошують на вечерю бога врожаю Спаса та бога достатку Велеса, а також добрих духів Лада, бо з завтрашнім димом від снопа-Дідуха всі вони полетять у небо, а відтіля знову на ниви, щоб охороняти їх, сприяти урожаю та приплоду. Наддніпрянська Україна 1 Гуцульщина святкують Щедрий вечір як значне свято різдвяного циклу з добре розвиненою обрядовістю. Галицьке Поділля не святкує, бо Щедрий вечір у галичан",,
02.12,,,,
03.12,,,,
04.12,ВИЙМАННЯ СЛІДУ,"расна, Принеси нам збіжа, Принеси нам красок (квітів). (Див. ВЕСНА, ОБЕРТІННЯ, ВИРІЙ, ПТАХИ).",,
05.12,САВА,"Page 454



 САВА -- веселе свято для пошлюблених, яке відзначалося 5/18 грудня. Приповідки: «На Сави зима цвяхи гострить»; «На Сави зима ріки засалює». У тих родинах, де був чоловік з таким іменем, справляли жартівливий обряд «похорону Савки». Іменинника садовили на ослін і піднімали на ньому, приспівуючи: Савка вмер, бо слабий був, Жінку бив, бо дурний був. ОЙ вип'єм по чарочці, Заспіваймо по Савочці. У такий спосіб, як вважають деякі дослідники, здійснювався ритуал «ховання зими». День св. Сави вважався головним знаменням, якою буде погода влітку: грозовою чи сонячною. Хмари -- то худоба Сави. Коли вони насуваються, до святого звертаються з проханням «отвести своих говяд от села», Піст на день Сави називався савицею. У цей день не Їли м'яса худоби, щоб уберегти її від вовків. Відоме також свято 10 вересня, коли вшановували скиртувальника Саву і скиртува",,
06.12,,"редусім це стосується Миколи Доброго (Милосердного, Милостивого). О. Афанасьєв зазначає, що на Миколу перенесені давньоязичницькі уявлення про морського бога (власне, господаря дощового моря). Оскільки він помічник 1 охоронець на воді, Його називають ще Морським 1 Мокрим. Святкують Миколу Зимового (6 / 19 грудня) 1 Весняного (9 / 22 травня). Колись Холодний Микола (а він славився приморозками) вважався одним із головних зимових свят. Він був немовби нашим Дідом Морозом. Усіляко сприяв молодятам, був улюбленцем дітлахів: коли вони спали, він тихенько роздавав їм подарунки. На Зимового Миколу варили пиво: на Варвари вчиняли суміш, а на Миколу заварювали та скликали гостей. Вважалося, що від Зимового Миколи до свята Різдва Божича-Сонця -- найсприятливіша пора для варіння пива. В одній колядці це представляється як один із тих сакральних звичаїв, на яких «держиться світ», 1 всі біди в світі від того, що цей звичай люди забувають: Чому так нема, як було давно, Як було давно, а з первовіку: ...",,
